/home/zz/anaconda3/lib/python3.8/site-packages/torch_geometric/data/in_memory_dataset.py:300: UserWarning: It is not recommended to directly access the internal storage format `data` of an 'InMemoryDataset'. The given 'InMemoryDataset' only references a subset of examples of the full dataset, but 'data' will contain information of the full dataset. If you are absolutely certain what you are doing, access the internal storage via `InMemoryDataset._data` instead to suppress this warning. Alternatively, you can access stacked individual attributes of every graph via `dataset.{attr_name}`.
  warnings.warn(msg)

  0%|          | 0/300 [00:00<?, ?it/s]
epoch 0 | lr=0.001 | train loss 0.165 | val loss: 749.982 | test loss: 752.439 | best test loss 752.439 | best_test_delta 2875.539:   0%|          | 0/300 [02:48<?, ?it/s]
epoch 0 | lr=0.001 | train loss 0.165 | val loss: 749.982 | test loss: 752.439 | best test loss 752.439 | best_test_delta 2875.539:   0%|          | 1/300 [02:48<14:00:49, 168.73s/it]
epoch 1 | lr=0.001 | train loss 0.140 | val loss: 363.870 | test loss: 364.077 | best test loss 364.077 | best_test_delta 1390.583:   0%|          | 1/300 [05:08<14:00:49, 168.73s/it]
epoch 130 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 55.457 | test loss: 55.654 | best test loss 54.621 | best_test_delta 97.961:  44%|████▎     | 131/300 [5:18:23<6:59:19, 148.88s/it]
epoch 131 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 53.705 | test loss: 54.098 | best test loss 54.621 | best_test_delta 97.961:  44%|████▎     | 131/300 [5:20:46<6:59:19, 148.88s/it]
epoch 131 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 53.705 | test loss: 54.098 | best test loss 54.621 | best_test_delta 97.961:  44%|████▍     | 132/300 [5:20:51<6:56:17, 148.68s/it]
epoch 132 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 55.189 | test loss: 55.382 | best test loss 54.621 | best_test_delta 97.961:  44%|████▍     | 132/300 [5:23:29<6:56:17, 148.68s/it]
epoch 132 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 55.189 | test loss: 55.382 | best test loss 54.621 | best_test_delta 97.961:  44%|████▍     | 133/300 [5:23:35<7:06:36, 153.27s/it]
epoch 133 | lr=0.00011764899999999998 | train loss 0.009 | val loss: 53.775 | test loss: 53.891 | best test loss 54.621 | best_test_delta 97.961:  44%|████▍     | 133/300 [5:25:58<7:06:36, 153.27s/it]
epoch 133 | lr=0.00011764899999999998 | train loss 0.009 | val loss: 53.775 | test loss: 53.891 | best test loss 54.621 | best_test_delta 97.961:  45%|████▍     | 134/300 [5:26:04<7:00:41, 152.06s/it]
epoch 134 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 53.731 | test loss: 54.007 | best test loss 54.007 | best_test_delta 96.327:  45%|████▍     | 134/300 [5:28:44<7:00:41, 152.06s/it]
epoch 134 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 53.731 | test loss: 54.007 | best test loss 54.007 | best_test_delta 96.327:  45%|████▌     | 135/300 [5:28:51<7:09:48, 156.29s/it]
epoch 135 | lr=0.00011764899999999998 | train loss 0.011 | val loss: 59.423 | test loss: 59.683 | best test loss 54.007 | best_test_delta 96.327:  45%|████▌     | 135/300 [5:31:25<7:09:48, 156.29s/it]
epoch 135 | lr=0.00011764899999999998 | train loss 0.011 | val loss: 59.423 | test loss: 59.683 | best test loss 54.007 | best_test_delta 96.327:  45%|████▌     | 136/300 [5:31:31<7:10:40, 157.57s/it]
epoch 136 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 53.449 | test loss: 53.764 | best test loss 54.007 | best_test_delta 96.327:  45%|████▌     | 136/300 [5:34:01<7:10:40, 157.57s/it]
epoch 136 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 53.449 | test loss: 53.764 | best test loss 54.007 | best_test_delta 96.327:  46%|████▌     | 137/300 [5:34:08<7:07:11, 157.25s/it]
epoch 137 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 58.341 | test loss: 58.519 | best test loss 54.007 | best_test_delta 96.327:  46%|████▌     | 137/300 [5:36:31<7:07:11, 157.25s/it]
epoch 137 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 58.341 | test loss: 58.519 | best test loss 54.007 | best_test_delta 96.327:  46%|████▌     | 138/300 [5:36:37<6:57:57, 154.80s/it]
epoch 138 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 53.657 | test loss: 53.935 | best test loss 53.935 | best_test_delta 92.794:  46%|████▌     | 138/300 [5:38:59<6:57:57, 154.80s/it]
epoch 138 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 53.657 | test loss: 53.935 | best test loss 53.935 | best_test_delta 92.794:  46%|████▋     | 139/300 [5:39:05<6:50:03, 152.82s/it]
epoch 139 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 54.270 | test loss: 54.517 | best test loss 53.935 | best_test_delta 92.794:  46%|████▋     | 139/300 [5:41:34<6:50:03, 152.82s/it]
epoch 139 | lr=0.00011764899999999998 | train loss 0.007 | val loss: 54.270 | test loss: 54.517 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 140/300 [5:41:41<6:50:01, 153.76s/it]
epoch 140 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 54.642 | test loss: 54.798 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 140/300 [5:44:03<6:50:01, 153.76s/it]
epoch 140 | lr=0.00011764899999999998 | train loss 0.006 | val loss: 54.642 | test loss: 54.798 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 141/300 [5:44:09<6:42:59, 152.07s/it]
epoch 141 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 52.675 | test loss: 52.965 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 141/300 [5:46:31<6:42:59, 152.07s/it]
epoch 141 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 52.675 | test loss: 52.965 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 142/300 [5:46:37<6:36:59, 150.76s/it]
epoch 142 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 54.096 | test loss: 54.596 | best test loss 53.935 | best_test_delta 92.794:  47%|████▋     | 142/300 [5:48:59<6:36:59, 150.76s/it]
epoch 142 | lr=0.00011764899999999998 | train loss 0.008 | val loss: 54.096 | test loss: 54.596 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 143/300 [5:49:06<6:33:00, 150.20s/it]
epoch 143 | lr=0.00011764899999999998 | train loss 0.010 | val loss: 54.192 | test loss: 54.124 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 143/300 [5:51:27<6:33:00, 150.20s/it]
epoch 143 | lr=0.00011764899999999998 | train loss 0.010 | val loss: 54.192 | test loss: 54.124 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 144/300 [5:51:33<6:28:31, 149.43s/it]
epoch 144 | lr=0.00011764899999999998 | train loss 0.004 | val loss: 53.388 | test loss: 53.708 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 144/300 [5:53:55<6:28:31, 149.43s/it]
epoch 144 | lr=0.00011764899999999998 | train loss 0.004 | val loss: 53.388 | test loss: 53.708 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 145/300 [5:54:01<6:25:02, 149.05s/it]
epoch 145 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 54.070 | test loss: 54.550 | best test loss 53.935 | best_test_delta 92.794:  48%|████▊     | 145/300 [5:56:24<6:25:02, 149.05s/it] 
epoch 145 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 54.070 | test loss: 54.550 | best test loss 53.935 | best_test_delta 92.794:  49%|████▊     | 146/300 [5:56:30<6:22:28, 149.02s/it]
epoch 146 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 51.949 | test loss: 52.268 | best test loss 52.268 | best_test_delta 89.020:  49%|████▊     | 146/300 [5:58:53<6:22:28, 149.02s/it]
epoch 146 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 51.949 | test loss: 52.268 | best test loss 52.268 | best_test_delta 89.020:  49%|████▉     | 147/300 [5:58:59<6:20:02, 149.04s/it]
epoch 147 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 55.092 | test loss: 55.339 | best test loss 52.268 | best_test_delta 89.020:  49%|████▉     | 147/300 [6:01:26<6:20:02, 149.04s/it]
epoch 147 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 55.092 | test loss: 55.339 | best test loss 52.268 | best_test_delta 89.020:  49%|████▉     | 148/300 [6:01:32<6:20:35, 150.23s/it]
epoch 148 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 54.058 | test loss: 54.113 | best test loss 52.268 | best_test_delta 89.020:  49%|████▉     | 148/300 [6:04:05<6:20:35, 150.23s/it]
epoch 148 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 54.058 | test loss: 54.113 | best test loss 52.268 | best_test_delta 89.020:  50%|████▉     | 149/300 [6:04:12<6:24:53, 152.94s/it]
epoch 149 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 52.009 | test loss: 52.173 | best test loss 52.173 | best_test_delta 88.334:  50%|████▉     | 149/300 [6:06:44<6:24:53, 152.94s/it]
epoch 149 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 52.009 | test loss: 52.173 | best test loss 52.173 | best_test_delta 88.334:  50%|█████     | 150/300 [6:06:52<6:27:51, 155.14s/it]
epoch 150 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 53.092 | test loss: 53.404 | best test loss 52.173 | best_test_delta 88.334:  50%|█████     | 150/300 [6:09:25<6:27:51, 155.14s/it]
epoch 150 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 53.092 | test loss: 53.404 | best test loss 52.173 | best_test_delta 88.334:  50%|█████     | 151/300 [6:09:31<6:27:59, 156.24s/it]
epoch 151 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 51.444 | test loss: 51.754 | best test loss 52.173 | best_test_delta 88.334:  50%|█████     | 151/300 [6:11:58<6:27:59, 156.24s/it]
epoch 151 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 51.444 | test loss: 51.754 | best test loss 52.173 | best_test_delta 88.334:  51%|█████     | 152/300 [6:12:05<6:23:52, 155.62s/it]
epoch 152 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 52.785 | test loss: 52.872 | best test loss 52.173 | best_test_delta 88.334:  51%|█████     | 152/300 [6:14:32<6:23:52, 155.62s/it]
epoch 152 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 52.785 | test loss: 52.872 | best test loss 52.173 | best_test_delta 88.334:  51%|█████     | 153/300 [6:14:39<6:20:18, 155.23s/it]
epoch 153 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 51.772 | test loss: 51.834 | best test loss 52.173 | best_test_delta 88.334:  51%|█████     | 153/300 [6:17:21<6:20:18, 155.23s/it]
epoch 153 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 51.772 | test loss: 51.834 | best test loss 52.173 | best_test_delta 88.334:  51%|█████▏    | 154/300 [6:17:29<6:27:59, 159.45s/it]
epoch 154 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 52.432 | test loss: 52.612 | best test loss 52.173 | best_test_delta 88.334:  51%|█████▏    | 154/300 [6:20:03<6:27:59, 159.45s/it]
epoch 154 | lr=8.235429999999999e-05 | train loss 0.008 | val loss: 52.432 | test loss: 52.612 | best test loss 52.173 | best_test_delta 88.334:  52%|█████▏    | 155/300 [6:20:10<6:26:47, 160.05s/it]
epoch 155 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 51.331 | test loss: 51.531 | best test loss 51.531 | best_test_delta 87.461:  52%|█████▏    | 155/300 [6:22:32<6:26:47, 160.05s/it]
epoch 155 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 51.331 | test loss: 51.531 | best test loss 51.531 | best_test_delta 87.461:  52%|█████▏    | 156/300 [6:22:39<6:15:52, 156.62s/it]
epoch 156 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 51.425 | test loss: 51.792 | best test loss 51.531 | best_test_delta 87.461:  52%|█████▏    | 156/300 [6:25:01<6:15:52, 156.62s/it]
epoch 156 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 51.425 | test loss: 51.792 | best test loss 51.531 | best_test_delta 87.461:  52%|█████▏    | 157/300 [6:25:08<6:07:48, 154.33s/it]
epoch 157 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 52.825 | test loss: 53.168 | best test loss 51.531 | best_test_delta 87.461:  52%|█████▏    | 157/300 [6:27:32<6:07:48, 154.33s/it]
epoch 157 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 52.825 | test loss: 53.168 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 158/300 [6:27:38<6:02:27, 153.15s/it]
epoch 158 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 53.415 | test loss: 53.544 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 158/300 [6:30:00<6:02:27, 153.15s/it]
epoch 158 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 53.415 | test loss: 53.544 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 159/300 [6:30:07<5:56:56, 151.89s/it]
epoch 159 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 52.043 | test loss: 52.399 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 159/300 [6:32:29<5:56:56, 151.89s/it]
epoch 159 | lr=8.235429999999999e-05 | train loss 0.006 | val loss: 52.043 | test loss: 52.399 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 160/300 [6:32:35<5:52:01, 150.87s/it]
epoch 160 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 53.744 | test loss: 54.057 | best test loss 51.531 | best_test_delta 87.461:  53%|█████▎    | 160/300 [6:34:57<5:52:01, 150.87s/it]
epoch 160 | lr=8.235429999999999e-05 | train loss 0.007 | val loss: 53.744 | test loss: 54.057 | best test loss 51.531 | best_test_delta 87.461:  54%|█████▎    | 161/300 [6:35:05<5:48:27, 150.41s/it]
epoch 161 | lr=8.235429999999999e-05 | train loss 0.009 | val loss: 51.435 | test loss: 51.497 | best test loss 51.531 | best_test_delta 87.461:  54%|█████▎    | 161/300 [6:37:28<5:48:27, 150.41s/it]
epoch 161 | lr=8.235429999999999e-05 | train loss 0.009 | val loss: 51.435 | test loss: 51.497 | best test loss 51.531 | best_test_delta 87.461:  54%|█████▍    | 162/300 [6:37:34<5:45:15, 150.11s/it]
epoch 162 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 52.537 | test loss: 52.767 | best test loss 52.767 | best_test_delta 87.402:  54%|█████▍    | 162/300 [6:39:56<5:45:15, 150.11s/it]
epoch 162 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 52.537 | test loss: 52.767 | best test loss 52.767 | best_test_delta 87.402:  54%|█████▍    | 163/300 [6:40:04<5:42:29, 149.99s/it]
epoch 163 | lr=5.764800999999999e-05 | train loss 0.005 | val loss: 50.730 | test loss: 50.868 | best test loss 50.868 | best_test_delta 82.604:  54%|█████▍    | 163/300 [6:42:26<5:42:29, 149.99s/it]
epoch 163 | lr=5.764800999999999e-05 | train loss 0.005 | val loss: 50.730 | test loss: 50.868 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▍    | 164/300 [6:42:32<5:38:54, 149.52s/it]
epoch 164 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.895 | test loss: 50.976 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▍    | 164/300 [6:44:54<5:38:54, 149.52s/it]
epoch 164 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.895 | test loss: 50.976 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▌    | 165/300 [6:45:02<5:36:32, 149.57s/it]
epoch 165 | lr=5.764800999999999e-05 | train loss 0.010 | val loss: 51.231 | test loss: 51.237 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▌    | 165/300 [6:47:24<5:36:32, 149.57s/it]
epoch 165 | lr=5.764800999999999e-05 | train loss 0.010 | val loss: 51.231 | test loss: 51.237 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▌    | 166/300 [6:47:31<5:33:35, 149.37s/it]
epoch 166 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.788 | test loss: 50.730 | best test loss 50.868 | best_test_delta 82.604:  55%|█████▌    | 166/300 [6:49:55<5:33:35, 149.37s/it]
epoch 166 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.788 | test loss: 50.730 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▌    | 167/300 [6:50:02<5:31:59, 149.77s/it]
epoch 167 | lr=5.764800999999999e-05 | train loss 0.006 | val loss: 52.486 | test loss: 52.736 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▌    | 167/300 [6:52:23<5:31:59, 149.77s/it]
epoch 167 | lr=5.764800999999999e-05 | train loss 0.006 | val loss: 52.486 | test loss: 52.736 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▌    | 168/300 [6:52:31<5:29:16, 149.67s/it]
epoch 168 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.627 | test loss: 50.702 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▌    | 168/300 [6:54:52<5:29:16, 149.67s/it]
epoch 168 | lr=5.764800999999999e-05 | train loss 0.007 | val loss: 50.627 | test loss: 50.702 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▋    | 169/300 [6:54:59<5:25:50, 149.24s/it]
epoch 169 | lr=5.764800999999999e-05 | train loss 0.008 | val loss: 51.349 | test loss: 51.398 | best test loss 50.868 | best_test_delta 82.604:  56%|█████▋    | 169/300 [6:57:22<5:25:50, 149.24s/it]
epoch 169 | lr=5.764800999999999e-05 | train loss 0.008 | val loss: 51.349 | test loss: 51.398 | best test loss 50.868 | best_test_delta 82.604:  57%|█████▋    | 170/300 [6:57:29<5:23:38, 149.37s/it]
epoch 170 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.739 | test loss: 50.735 | best test loss 50.868 | best_test_delta 82.604:  57%|█████▋    | 170/300 [6:59:51<5:23:38, 149.37s/it]
epoch 170 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.739 | test loss: 50.735 | best test loss 50.868 | best_test_delta 82.604:  57%|█████▋    | 171/300 [6:59:59<5:21:22, 149.48s/it]
epoch 171 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 50.205 | test loss: 50.524 | best test loss 50.868 | best_test_delta 82.604:  57%|█████▋    | 171/300 [7:02:20<5:21:22, 149.48s/it]
epoch 171 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 50.205 | test loss: 50.524 | best test loss 50.868 | best_test_delta 82.604:  57%|█████▋    | 172/300 [7:02:28<5:18:49, 149.45s/it]
epoch 172 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.277 | test loss: 50.522 | best test loss 50.522 | best_test_delta 80.991:  57%|█████▋    | 172/300 [7:04:52<5:18:49, 149.45s/it]
epoch 172 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.277 | test loss: 50.522 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 173/300 [7:04:59<5:17:14, 149.87s/it]
epoch 173 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 51.293 | test loss: 51.470 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 173/300 [7:07:21<5:17:14, 149.87s/it]
epoch 173 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 51.293 | test loss: 51.470 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 174/300 [7:07:29<5:14:54, 149.96s/it]
epoch 174 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.086 | test loss: 50.166 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 174/300 [7:09:54<5:14:54, 149.96s/it]
epoch 174 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.086 | test loss: 50.166 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 175/300 [7:10:03<5:14:57, 151.18s/it]
epoch 175 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 51.966 | test loss: 52.082 | best test loss 50.522 | best_test_delta 80.991:  58%|█████▊    | 175/300 [7:12:42<5:14:57, 151.18s/it]
epoch 175 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 51.966 | test loss: 52.082 | best test loss 50.522 | best_test_delta 80.991:  59%|█████▊    | 176/300 [7:12:50<5:21:57, 155.79s/it]
epoch 176 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.508 | test loss: 50.448 | best test loss 50.522 | best_test_delta 80.991:  59%|█████▊    | 176/300 [7:15:17<5:21:57, 155.79s/it]
epoch 176 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.508 | test loss: 50.448 | best test loss 50.522 | best_test_delta 80.991:  59%|█████▉    | 177/300 [7:15:25<5:19:19, 155.77s/it]
epoch 177 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 50.063 | test loss: 50.138 | best test loss 50.138 | best_test_delta 79.989:  59%|█████▉    | 177/300 [7:17:47<5:19:19, 155.77s/it]
epoch 177 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 50.063 | test loss: 50.138 | best test loss 50.138 | best_test_delta 79.989:  59%|█████▉    | 178/300 [7:17:55<5:12:47, 153.84s/it]
epoch 178 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 49.332 | test loss: 49.647 | best test loss 49.647 | best_test_delta 79.299:  59%|█████▉    | 178/300 [7:20:16<5:12:47, 153.84s/it]
epoch 178 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 49.332 | test loss: 49.647 | best test loss 49.647 | best_test_delta 79.299:  60%|█████▉    | 179/300 [7:20:24<5:07:44, 152.60s/it]
epoch 179 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.765 | test loss: 50.816 | best test loss 49.647 | best_test_delta 79.299:  60%|█████▉    | 179/300 [7:23:08<5:07:44, 152.60s/it]
epoch 179 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.765 | test loss: 50.816 | best test loss 49.647 | best_test_delta 79.299:  60%|██████    | 180/300 [7:23:17<5:17:03, 158.53s/it]
epoch 180 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 49.440 | test loss: 49.609 | best test loss 49.609 | best_test_delta 78.738:  60%|██████    | 180/300 [7:25:48<5:17:03, 158.53s/it]
epoch 180 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 49.440 | test loss: 49.609 | best test loss 49.609 | best_test_delta 78.738:  60%|██████    | 181/300 [7:25:56<5:14:53, 158.77s/it]
epoch 181 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.084 | test loss: 50.197 | best test loss 49.609 | best_test_delta 78.738:  60%|██████    | 181/300 [7:28:18<5:14:53, 158.77s/it]
epoch 181 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.084 | test loss: 50.197 | best test loss 49.609 | best_test_delta 78.738:  61%|██████    | 182/300 [7:28:26<5:06:58, 156.09s/it]
epoch 182 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 51.045 | test loss: 51.346 | best test loss 49.609 | best_test_delta 78.738:  61%|██████    | 182/300 [7:30:47<5:06:58, 156.09s/it]
epoch 182 | lr=4.035360699999999e-05 | train loss 0.009 | val loss: 51.045 | test loss: 51.346 | best test loss 49.609 | best_test_delta 78.738:  61%|██████    | 183/300 [7:30:55<5:00:03, 153.88s/it]
epoch 183 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.302 | test loss: 50.517 | best test loss 49.609 | best_test_delta 78.738:  61%|██████    | 183/300 [7:33:17<5:00:03, 153.88s/it]
epoch 183 | lr=4.035360699999999e-05 | train loss 0.008 | val loss: 50.302 | test loss: 50.517 | best test loss 49.609 | best_test_delta 78.738:  61%|██████▏   | 184/300 [7:33:25<4:55:33, 152.88s/it]
epoch 184 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.683 | test loss: 50.972 | best test loss 49.609 | best_test_delta 78.738:  61%|██████▏   | 184/300 [7:35:46<4:55:33, 152.88s/it]
epoch 184 | lr=4.035360699999999e-05 | train loss 0.006 | val loss: 50.683 | test loss: 50.972 | best test loss 49.609 | best_test_delta 78.738:  62%|██████▏   | 185/300 [7:35:54<4:50:41, 151.66s/it]
epoch 185 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.547 | test loss: 50.569 | best test loss 49.609 | best_test_delta 78.738:  62%|██████▏   | 185/300 [7:38:11<4:50:41, 151.66s/it]
epoch 185 | lr=4.035360699999999e-05 | train loss 0.007 | val loss: 50.547 | test loss: 50.569 | best test loss 49.609 | best_test_delta 78.738:  62%|██████▏   | 186/300 [7:38:18<4:43:35, 149.26s/it]
epoch 186 | lr=4.035360699999999e-05 | train loss 0.005 | val loss: 50.044 | test loss: 50.233 | best test loss 49.609 | best_test_delta 78.738:  62%|██████▏   | 186/300 [7:40:34<4:43:35, 149.26s/it]
epoch 186 | lr=4.035360699999999e-05 | train loss 0.005 | val loss: 50.044 | test loss: 50.233 | best test loss 49.609 | best_test_delta 78.738:  62%|██████▏   | 187/300 [7:40:42<4:38:16, 147.76s/it]
epoch 187 | lr=2.8247524899999994e-05 | train loss 0.007 | val loss: 49.808 | test loss: 49.899 | best test loss 49.899 | best_test_delta 78.195:  62%|██████▏   | 187/300 [7:42:58<4:38:16, 147.76s/it]
epoch 187 | lr=2.8247524899999994e-05 | train loss 0.007 | val loss: 49.808 | test loss: 49.899 | best test loss 49.899 | best_test_delta 78.195:  63%|██████▎   | 188/300 [7:43:06<4:33:36, 146.57s/it]
epoch 188 | lr=2.8247524899999994e-05 | train loss 0.008 | val loss: 49.525 | test loss: 49.739 | best test loss 49.899 | best_test_delta 78.195:  63%|██████▎   | 188/300 [7:45:22<4:33:36, 146.57s/it]
epoch 188 | lr=2.8247524899999994e-05 | train loss 0.008 | val loss: 49.525 | test loss: 49.739 | best test loss 49.899 | best_test_delta 78.195:  63%|██████▎   | 189/300 [7:45:30<4:29:48, 145.84s/it]
epoch 189 | lr=2.8247524899999994e-05 | train loss 0.006 | val loss: 49.303 | test loss: 49.511 | best test loss 49.511 | best_test_delta 78.153:  63%|██████▎   | 189/300 [7:47:46<4:29:48, 145.84s/it]
epoch 189 | lr=2.8247524899999994e-05 | train loss 0.006 | val loss: 49.303 | test loss: 49.511 | best test loss 49.511 | best_test_delta 78.153:  63%|██████▎   | 190/300 [7:47:54<4:26:19, 145.27s/it]
epoch 190 | lr=2.8247524899999994e-05 | train loss 0.009 | val loss: 49.948 | test loss: 50.066 | best test loss 49.511 | best_test_delta 78.153:  63%|██████▎   | 190/300 [7:50:10<4:26:19, 145.27s/it]
epoch 190 | lr=2.8247524899999994e-05 | train loss 0.009 | val loss: 49.948 | test loss: 50.066 | best test loss 49.511 | best_test_delta 78.153:  64%|██████▎   | 191/300 [7:50:18<4:23:26, 145.01s/it]
epoch 191 | lr=2.8247524899999994e-05 | train loss 0.008 | val loss: 51.075 | test loss: 51.201 | best test loss 49.511 | best_test_delta 78.153:  64%|██████▎   | 191/300 [7:52:35<4:23:26, 145.01s/it]
epoch 191 | lr=2.8247524899999994e-05 | train loss 0.008 | val loss: 51.075 | test loss: 51.201 | best test loss 49.511 | best_test_delta 78.153:  64%|██████▍   | 192/300 [7:52:43<4:21:09, 145.09s/it]
epoch 192 | lr=2.8247524899999994e-05 | train loss 0.007 | val loss: 49.098 | test loss: 49.122 | best test loss 49.511 | best_test_delta 78.153:  64%|██████▍   | 192/300 [7:55:19<4:21:09, 145.09s/it]
